date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:06:49	4035/4035	U-----	200	untouched ('')	text/javascript	etag:%22fc3-6755a963-a7dda0;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=9.4.3	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.minceb1.js	(from https://digital-marketing-template.brickstemplates.io/)
09:06:49	3178/3178	U-----	200	untouched ('')	text/javascript	etag:%22c6a-6755a963-a7ddbd;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=9.4.3	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.minceb1.js	(from https://digital-marketing-template.brickstemplates.io/)
09:06:49	1412773/1412773	U--M-Z	200	updated ('OK')	application/json	date:Sat,%2014%20Dec%202024%2015:06:48%20GMT	https://digital-marketing-template.brickstemplates.io/wp-json/	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-json/index.html	(from https://digital-marketing-template.brickstemplates.io/)
09:06:50	2288/2288	U--M-Z	200	updated ('OK')	application/json	date:Sat,%2014%20Dec%202024%2015:06:48%20GMT	https://digital-marketing-template.brickstemplates.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdigital-marketing-template.brickstemplates.io%2F	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-json/oembed/1.0/embed49b9.json	(from https://digital-marketing-template.brickstemplates.io/)
09:06:50	43564/43564	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Dec%202024%2015:06:48%20GMT	https://digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.23.delayed	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/integrations/woocommerce.min.css?ver=1731757702)
09:06:50	984/984	U--M-Z	200	updated ('OK')	text/xml	date:Sat,%2014%20Dec%202024%2015:06:48%20GMT	https://digital-marketing-template.brickstemplates.io/xmlrpc.php?rsd	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/xmlrpc0db0.php	(from https://digital-marketing-template.brickstemplates.io/)
09:06:50	2474/2474	U--M-Z	200	updated ('OK')	text/xml	date:Sat,%2014%20Dec%202024%2015:06:48%20GMT	https://digital-marketing-template.brickstemplates.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdigital-marketing-template.brickstemplates.io%2F&format=xml	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-json/oembed/1.0/embed256b	(from https://digital-marketing-template.brickstemplates.io/)
09:06:50	43564/43564	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Dec%202024%2015:06:49%20GMT	https://digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot?	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/fonts/WooCommerced41d.eot	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/integrations/woocommerce.min.css?ver=1731757702)
09:06:50	1912/1912	U--M-Z	200	updated ('OK')	application/json	date:Sat,%2014%20Dec%202024%2015:06:48%20GMT	https://digital-marketing-template.brickstemplates.io/wp-json/wp/v2/pages/7	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-json/wp/v2/pages/7.json	(from https://digital-marketing-template.brickstemplates.io/)
09:06:51	57720/57720	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2015:06:49%20GMT	https://digital-marketing-template.brickstemplates.io/about-us/	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/about-us/index.html	(from https://digital-marketing-template.brickstemplates.io/)
09:06:51	59216/59216	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2015:06:50%20GMT	https://digital-marketing-template.brickstemplates.io/amenities/	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/amenities/index.html	(from https://digital-marketing-template.brickstemplates.io/)
09:06:52	2074/2074	U-----	200	untouched ('')	image/png	etag:%2281a-66269e6e-9740c;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/marketinglogo-wht.png	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/marketinglogo-wht.png	(from https://digital-marketing-template.brickstemplates.io/)
09:06:52	326628/326628	U-----	200	untouched ('')	font/woff2	etag:%224fbe4-6755a963-a7dc70;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	(from https://digital-marketing-template.brickstemplates.io/)
09:06:52	146060/146060	U-----	200	untouched ('')	font/woff2	etag:%2223a8c-6755a963-a7dc6f;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	(from https://digital-marketing-template.brickstemplates.io/)
09:06:52	58033/58033	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2015:06:50%20GMT	https://digital-marketing-template.brickstemplates.io/pricing/	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/pricing/index.html	(from https://digital-marketing-template.brickstemplates.io/)
09:06:52	46592/46592	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2015:06:51%20GMT	https://digital-marketing-template.brickstemplates.io/contact/	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/contact/index.html	(from https://digital-marketing-template.brickstemplates.io/)
09:06:52	43573/43573	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Dec%202024%2015:06:51%20GMT	https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/fonts/themify/themify.eot?	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/fonts/themify/themifyd41d.eot	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/libs/themify-icons.min.css?ver=1731757702)
09:06:58	853/853	U-----	200	untouched ('')	image/png	etag:%22355-66262ae9-972dc;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/client-logo-1.png	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/client-logo-1.png	(from https://digital-marketing-template.brickstemplates.io/)
09:06:58	726/726	U-----	200	untouched ('')	image/png	etag:%222d6-66262aed-972b2;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/client-logo-2.png	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/client-logo-2.png	(from https://digital-marketing-template.brickstemplates.io/)
09:06:58	40128/40128	U-----	200	untouched ('')	image/jpeg	etag:%229cc0-66262aa5-6979b2;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/marketing3-1.jpg	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/marketing3-1.jpg	(from https://digital-marketing-template.brickstemplates.io/)
09:06:58	30438/30438	U-----	200	untouched ('')	image/jpeg	etag:%2276e6-66262aa5-69799f;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/marketing2-1.jpg	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/marketing2-1.jpg	(from https://digital-marketing-template.brickstemplates.io/)
09:06:59	741/741	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2014%20Dec%202024%2015:06:57%20GMT	https://pinterest.com/pin/create/button/?url=https%3A%2F%2Fdigital-marketing-template.brickstemplates.io%2F&media=https%3A%2F%2Fdigital-marketing-template.brickstemplates.io%2Fwp-content%2Fuploads%2F2024%2F04%2Fdigital-marketing-template-brickstemplates-home-scaled.jpg	C:/My%20Web%20Sites/DigiQuill/pinterest.com/pin/create/button/index5ddc.html	(from https://digital-marketing-template.brickstemplates.io/)
09:07:00	85155/85155	---M--	200	added ('OK')	image/jpeg	etag:%2214ca3-6626a0d1-680cf9;;;%22	http://digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/pricing2-bg.jpg	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/pricing2-bg.jpg	(from https://digital-marketing-template.brickstemplates.io/contact/)
09:07:01	4721/4721	U-----	200	untouched ('OK')	text/css	etag:%221271-67388686-7082b6;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/libs/tooltips.min.css?ver=1731757702	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/libs/tooltips.min904c.css	(from https://digital-marketing-template.brickstemplates.io/)
09:07:01	130994/130994	U-----	200	untouched ('')	text/javascript	etag:%221ffb2-67388686-708322;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/js/bricks.min.js?ver=1731757702	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/js/bricks.min904c.js	(from https://digital-marketing-template.brickstemplates.io/)
09:07:02	20560/20560	U-----	200	untouched ('')	text/javascript	etag:%225050-67388686-70831c;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/js/integrations/woocommerce.min.js?ver=1731757702	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/js/integrations/woocommerce.min904c.js	(from https://digital-marketing-template.brickstemplates.io/)
09:07:05	2356/2356	U-----	200	untouched ('')	text/javascript	etag:%22934-6755a963-a7ddb2;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min.js?ver=9.4.3	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.minceb1.js	(from https://digital-marketing-template.brickstemplates.io/)
09:07:06	267/267	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2014%20Dec%202024%2015:07:04%20GMT	https://pinterest.com/robots.txt		(from https://digital-marketing-template.brickstemplates.io/)
09:07:07	15315/15315	U-----	200	untouched ('')	text/javascript	etag:%223bd3-6755a963-a7ddee;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min.js?ver=9.4.3	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.minceb1.js	(from https://digital-marketing-template.brickstemplates.io/)
09:07:07	559/559	U-----	200	untouched ('OK')	image/svg+xml	etag:%2222f-67388686-707b2a;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/svg/audio/control-play.svg	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/svg/audio/control-play.svg	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/frontend.min.css?ver=1731757702)
09:07:07	551/551	U-----	200	untouched ('OK')	image/svg+xml	etag:%22227-67388686-707b2c;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/svg/audio/control-pause.svg	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/svg/audio/control-pause.svg	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/frontend.min.css?ver=1731757702)
09:07:12	158/158	U-----	200	untouched ('OK')	image/svg+xml	etag:%229e-6755a963-a7dca4;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/images/icons/loader.svg	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/images/icons/loader.svg	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/integrations/woocommerce.min.css?ver=1731757702)
09:07:12	47136/47136	U-----	200	untouched ('OK')	image/svg+xml	etag:%22b820-6755a963-a7dc77;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.svg	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.svg	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/integrations/woocommerce.min.css?ver=1731757702)
09:07:13	1135/1135	U-----	200	untouched ('OK')	image/svg+xml	etag:%2246f-67388686-707b2b;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/svg/audio/control-mute.svg	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/svg/audio/control-mute.svg	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/frontend.min.css?ver=1731757702)
09:07:13	52920/52920	U-----	200	untouched ('')	image/jpeg	etag:%22ceb8-66269ecb-67bebc;;;%22	http://digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/marketing5.1.jpg	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/marketing5.1.jpg	(from https://digital-marketing-template.brickstemplates.io/about-us/)
09:07:14	80965/80965	U-----	200	untouched ('OK')	text/css	etag:%2213c45-67388686-7082b5;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/libs/font-awesome-6.min.css?ver=1731757702	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/libs/font-awesome-6.min904c.css	(from https://digital-marketing-template.brickstemplates.io/)
09:07:15	2317/2317	U--M-Z	200	updated ('OK')	application/json	date:Sat,%2014%20Dec%202024%2015:07:13%20GMT	https://digital-marketing-template.brickstemplates.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdigital-marketing-template.brickstemplates.io%2Fabout-us%2F	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-json/oembed/1.0/embedadad.json	(from https://digital-marketing-template.brickstemplates.io/about-us/)
09:07:16	2501/2501	U--M-Z	200	updated ('OK')	text/xml	date:Sat,%2014%20Dec%202024%2015:07:14%20GMT	https://digital-marketing-template.brickstemplates.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdigital-marketing-template.brickstemplates.io%2Fabout-us%2F&format=xml	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-json/oembed/1.0/embede105	(from https://digital-marketing-template.brickstemplates.io/about-us/)
09:07:18	78584/78584	U-----	200	untouched ('')	application/x-font-ttf	etag:%22132f8-67388686-708337;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/fonts/themify/themify.ttf?	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/fonts/themify/themifyd41d.ttf	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/libs/themify-icons.min.css?ver=1731757702)
09:07:19	757/757	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2014%20Dec%202024%2015:07:17%20GMT	https://pinterest.com/pin/create/button/?url=https%3A%2F%2Fdigital-marketing-template.brickstemplates.io%2Fabout-us%2F&media=https%3A%2F%2Fdigital-marketing-template.brickstemplates.io%2Fwp-content%2Fuploads%2F2024%2F04%2Fdigital-marketing-template-brickstemplates-about-us.jpg	C:/My%20Web%20Sites/DigiQuill/pinterest.com/pin/create/button/indexa765.html	(from https://digital-marketing-template.brickstemplates.io/about-us/)
09:07:19	87553/87553	U-----	200	untouched ('')	text/javascript	etag:%2215601-660023d9-67f969;gz%22	https://digital-marketing-template.brickstemplates.io/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-includes/js/jquery/jquery.minf43b.js	(from https://digital-marketing-template.brickstemplates.io/)
09:07:20	1939/1939	U--M-Z	200	updated ('OK')	application/json	date:Sat,%2014%20Dec%202024%2015:07:13%20GMT	https://digital-marketing-template.brickstemplates.io/wp-json/wp/v2/pages/43	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-json/wp/v2/pages/43.json	(from https://digital-marketing-template.brickstemplates.io/about-us/)
09:07:20	118138/118138	U-----	200	untouched ('')	image/jpeg	etag:%221cd7a-6626a05b-67be09;;;%22	http://digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/amenitiesbg.jpg	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/amenitiesbg.jpg	(from https://digital-marketing-template.brickstemplates.io/amenities/)
09:07:20	34379/34379	U-----	200	untouched ('')	image/jpeg	etag:%22864b-66269ecb-67f448;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/team1.jpg	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/team1.jpg	(from https://digital-marketing-template.brickstemplates.io/about-us/)
09:07:20	29448/29448	U-----	200	untouched ('')	image/jpeg	etag:%227308-66269ecc-67f44e;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/team3.jpg	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/team3.jpg	(from https://digital-marketing-template.brickstemplates.io/about-us/)
09:07:20	34478/34478	U-----	200	untouched ('')	image/jpeg	etag:%2286ae-66269ecb-67f3cb;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/marketing6-1.jpg	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/marketing6-1.jpg	(from https://digital-marketing-template.brickstemplates.io/about-us/)
09:07:21	2330/2330	U--M-Z	200	updated ('OK')	application/json	date:Sat,%2014%20Dec%202024%2015:07:19%20GMT	https://digital-marketing-template.brickstemplates.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdigital-marketing-template.brickstemplates.io%2Famenities%2F	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-json/oembed/1.0/embed935d.json	(from https://digital-marketing-template.brickstemplates.io/amenities/)
09:07:22	2514/2514	U--M-Z	200	updated ('OK')	text/xml	date:Sat,%2014%20Dec%202024%2015:07:20%20GMT	https://digital-marketing-template.brickstemplates.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdigital-marketing-template.brickstemplates.io%2Famenities%2F&format=xml	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-json/oembed/1.0/embedb84f	(from https://digital-marketing-template.brickstemplates.io/amenities/)
09:07:26	32970/32970	U-----	200	untouched ('')	image/jpeg	etag:%2280ca-6626a05b-67f563;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/marketing8-1.jpg	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/marketing8-1.jpg	(from https://digital-marketing-template.brickstemplates.io/amenities/)
09:07:26	40957/40957	U-----	200	untouched ('')	image/jpeg	etag:%229ffd-6626a05b-6803c2;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/marketing7-1.jpg	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/marketing7-1.jpg	(from https://digital-marketing-template.brickstemplates.io/amenities/)
09:07:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2014%20Dec%202024%2015:07:19%20GMT	https://digital-marketing-template.brickstemplates.io/?p=52	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/index4579.html	(from https://digital-marketing-template.brickstemplates.io/amenities/)
09:07:26	68219/68219	U-----	200	untouched ('')	image/jpeg	etag:%2210a7b-6626a090-680cdc;;;%22	http://digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/pricing.1.jpg	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/pricing.1.jpg	(from https://digital-marketing-template.brickstemplates.io/pricing/)
09:07:26	46850/46850	U-----	200	untouched ('')	image/jpeg	etag:%22b702-6626a05b-680cc4;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/marketing9-1.jpg	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/marketing9-1.jpg	(from https://digital-marketing-template.brickstemplates.io/amenities/)
09:07:27	775/775	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2014%20Dec%202024%2015:07:25%20GMT	https://pinterest.com/pin/create/button/?url=https%3A%2F%2Fdigital-marketing-template.brickstemplates.io%2Famenities%2F&media=https%3A%2F%2Fdigital-marketing-template.brickstemplates.io%2Fwp-content%2Fuploads%2F2024%2F04%2Fdigital-marketing-template-brickstemplates-amenities-scaled.jpg	C:/My%20Web%20Sites/DigiQuill/pinterest.com/pin/create/button/index82fd.html	(from https://digital-marketing-template.brickstemplates.io/amenities/)
09:07:28	753/753	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2014%20Dec%202024%2015:07:26%20GMT	https://pinterest.com/pin/create/button/?url=https%3A%2F%2Fdigital-marketing-template.brickstemplates.io%2Fpricing%2F&media=https%3A%2F%2Fdigital-marketing-template.brickstemplates.io%2Fwp-content%2Fuploads%2F2024%2F04%2Fdigital-marketing-template-brickstemplates-pricing.jpg	C:/My%20Web%20Sites/DigiQuill/pinterest.com/pin/create/button/index0333.html	(from https://digital-marketing-template.brickstemplates.io/pricing/)
09:07:28	2311/2311	U--M-Z	200	updated ('OK')	application/json	date:Sat,%2014%20Dec%202024%2015:07:26%20GMT	https://digital-marketing-template.brickstemplates.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdigital-marketing-template.brickstemplates.io%2Fpricing%2F	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-json/oembed/1.0/embed7558.json	(from https://digital-marketing-template.brickstemplates.io/pricing/)
09:07:28	2495/2495	U--M-Z	200	updated ('OK')	text/xml	date:Sat,%2014%20Dec%202024%2015:07:26%20GMT	https://digital-marketing-template.brickstemplates.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdigital-marketing-template.brickstemplates.io%2Fpricing%2F&format=xml	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-json/oembed/1.0/embed8be1	(from https://digital-marketing-template.brickstemplates.io/pricing/)
