date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:00:24	3178/3178	---M-Z	200	added ('OK')	text/javascript	etag:%22c6a-6755a963-a7ddbd;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=9.4.3	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.minceb1.js	(from https://digital-marketing-template.brickstemplates.io/)
08:00:24	1412773/1412773	---M-Z	200	added ('OK')	application/json	date:Sat,%2014%20Dec%202024%2014:00:23%20GMT	https://digital-marketing-template.brickstemplates.io/wp-json/	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-json/index.html	(from https://digital-marketing-template.brickstemplates.io/)
08:00:25	1912/1912	---M-Z	200	added ('OK')	application/json	date:Sat,%2014%20Dec%202024%2014:00:24%20GMT	https://digital-marketing-template.brickstemplates.io/wp-json/wp/v2/pages/7	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-json/wp/v2/pages/7.json	(from https://digital-marketing-template.brickstemplates.io/)
08:00:26	984/984	---M-Z	200	added ('OK')	text/xml	date:Sat,%2014%20Dec%202024%2014:00:24%20GMT	https://digital-marketing-template.brickstemplates.io/xmlrpc.php?rsd	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/xmlrpc0db0.php	(from https://digital-marketing-template.brickstemplates.io/)
08:00:26	2288/2288	---M-Z	200	added ('OK')	application/json	date:Sat,%2014%20Dec%202024%2014:00:24%20GMT	https://digital-marketing-template.brickstemplates.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdigital-marketing-template.brickstemplates.io%2F	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-json/oembed/1.0/embed49b9.json	(from https://digital-marketing-template.brickstemplates.io/)
08:00:26	2474/2474	---M-Z	200	added ('OK')	text/xml	date:Sat,%2014%20Dec%202024%2014:00:25%20GMT	https://digital-marketing-template.brickstemplates.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdigital-marketing-template.brickstemplates.io%2F&format=xml	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-json/oembed/1.0/embed256b	(from https://digital-marketing-template.brickstemplates.io/)
08:00:26	326628/326628	---M--	200	added ('OK')	font/woff2	etag:%224fbe4-6755a963-a7dc70;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	(from https://digital-marketing-template.brickstemplates.io/)
08:00:26	146060/146060	---M--	200	added ('OK')	font/woff2	etag:%2223a8c-6755a963-a7dc6f;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	(from https://digital-marketing-template.brickstemplates.io/)
08:00:26	2074/2074	---M--	200	added ('OK')	image/png	etag:%2281a-66269e6e-9740c;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/marketinglogo-wht.png	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/marketinglogo-wht.png	(from https://digital-marketing-template.brickstemplates.io/)
08:00:27	30438/30438	---M--	200	added ('OK')	image/jpeg	etag:%2276e6-66262aa5-69799f;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/marketing2-1.jpg	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/marketing2-1.jpg	(from https://digital-marketing-template.brickstemplates.io/)
08:00:27	57720/57720	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Dec%202024%2014:00:26%20GMT	https://digital-marketing-template.brickstemplates.io/about-us/	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/about-us/index.html	(from https://digital-marketing-template.brickstemplates.io/)
08:00:27	40128/40128	---M--	200	added ('OK')	image/jpeg	etag:%229cc0-66262aa5-6979b2;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/marketing3-1.jpg	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/marketing3-1.jpg	(from https://digital-marketing-template.brickstemplates.io/)
08:00:27	853/853	---M--	200	added ('OK')	image/png	etag:%22355-66262ae9-972dc;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/client-logo-1.png	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/client-logo-1.png	(from https://digital-marketing-template.brickstemplates.io/)
08:00:28	59216/59216	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Dec%202024%2014:00:26%20GMT	https://digital-marketing-template.brickstemplates.io/amenities/	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/amenities/index.html	(from https://digital-marketing-template.brickstemplates.io/)
08:00:28	726/726	---M--	200	added ('OK')	image/png	etag:%222d6-66262aed-972b2;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/client-logo-2.png	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/client-logo-2.png	(from https://digital-marketing-template.brickstemplates.io/)
08:00:28	58033/58033	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Dec%202024%2014:00:27%20GMT	https://digital-marketing-template.brickstemplates.io/pricing/	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/pricing/index.html	(from https://digital-marketing-template.brickstemplates.io/)
08:00:28	1314/1314	---M--	200	added ('OK')	image/png	etag:%22522-66262af0-972df;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/client-logo-5.png	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/client-logo-5.png	(from https://digital-marketing-template.brickstemplates.io/)
08:00:28	828/828	---M--	200	added ('OK')	image/png	etag:%2233c-66262af5-972e2;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/client-logo-4.png	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/client-logo-4.png	(from https://digital-marketing-template.brickstemplates.io/)
08:00:29	2074/2074	---M--	200	added ('OK')	image/png	etag:%2281a-66262b0b-972ed;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/five-star-300x51.png	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/five-star-300x51.png	(from https://digital-marketing-template.brickstemplates.io/)
08:00:29	12815/12815	---M-Z	200	added ('OK')	text/css	etag:%22320f-6755a963-a7dbd0;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks.css?ver=wc-9.4.3	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks7a01.css	(from https://digital-marketing-template.brickstemplates.io/)
08:00:29	46592/46592	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Dec%202024%2014:00:28%20GMT	https://digital-marketing-template.brickstemplates.io/contact/	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/contact/index.html	(from https://digital-marketing-template.brickstemplates.io/)
08:00:29	4721/4721	---M-Z	200	added ('OK')	text/css	etag:%221271-67388686-7082b6;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/libs/tooltips.min.css?ver=1731757702	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/libs/tooltips.min904c.css	(from https://digital-marketing-template.brickstemplates.io/)
08:00:29	130994/130994	---M-Z	200	added ('OK')	text/javascript	etag:%221ffb2-67388686-708322;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/js/bricks.min.js?ver=1731757702	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/js/bricks.min904c.js	(from https://digital-marketing-template.brickstemplates.io/)
08:00:29	20560/20560	---M-Z	200	added ('OK')	text/javascript	etag:%225050-67388686-70831c;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/js/integrations/woocommerce.min.js?ver=1731757702	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/js/integrations/woocommerce.min904c.js	(from https://digital-marketing-template.brickstemplates.io/)
08:00:30	15315/15315	---M-Z	200	added ('OK')	text/javascript	etag:%223bd3-6755a963-a7ddee;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min.js?ver=9.4.3	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.minceb1.js	(from https://digital-marketing-template.brickstemplates.io/)
08:00:30	2356/2356	---M-Z	200	added ('OK')	text/javascript	etag:%22934-6755a963-a7ddb2;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min.js?ver=9.4.3	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.minceb1.js	(from https://digital-marketing-template.brickstemplates.io/)
08:00:30	741/741	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2014%20Dec%202024%2014:00:29%20GMT	https://pinterest.com/pin/create/button/?url=https%3A%2F%2Fdigital-marketing-template.brickstemplates.io%2F&media=https%3A%2F%2Fdigital-marketing-template.brickstemplates.io%2Fwp-content%2Fuploads%2F2024%2F04%2Fdigital-marketing-template-brickstemplates-home-scaled.jpg	C:/My%20Web%20Sites/DigiQuill/pinterest.com/pin/create/button/index5ddc.html	(from https://digital-marketing-template.brickstemplates.io/)
08:00:31	559/559	---M-Z	200	added ('OK')	image/svg+xml	etag:%2222f-67388686-707b2a;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/svg/audio/control-play.svg	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/svg/audio/control-play.svg	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/frontend.min.css?ver=1731757702)
08:00:31	551/551	---M-Z	200	added ('OK')	image/svg+xml	etag:%22227-67388686-707b2c;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/svg/audio/control-pause.svg	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/svg/audio/control-pause.svg	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/frontend.min.css?ver=1731757702)
08:00:32	1749/1749	---M-Z	200	added ('OK')	image/svg+xml	etag:%226d5-67388686-707b2d;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/svg/audio/control-volume-max.svg	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/svg/audio/control-volume-max.svg	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/frontend.min.css?ver=1731757702)
08:00:32	1135/1135	---M-Z	200	added ('OK')	image/svg+xml	etag:%2246f-67388686-707b2b;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/svg/audio/control-mute.svg	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/svg/audio/control-mute.svg	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/frontend.min.css?ver=1731757702)
08:00:32	43564/43564	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Dec%202024%2014:00:31%20GMT	https://digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/integrations/woocommerce.min.css?ver=1731757702)
08:00:32	43564/43564	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Dec%202024%2014:00:31%20GMT	https://digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot?	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/fonts/WooCommerced41d.eot	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/integrations/woocommerce.min.css?ver=1731757702)
08:00:33	8084/8084	---M--	200	added ('OK')	application/font-woff	etag:%221f94-6755a963-a7dc7c;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/integrations/woocommerce.min.css?ver=1731757702)
08:00:33	14748/14748	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22399c-6755a963-a7dc7b;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/integrations/woocommerce.min.css?ver=1731757702)
08:00:33	47136/47136	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b820-6755a963-a7dc77;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.svg	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.svg	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/integrations/woocommerce.min.css?ver=1731757702)
08:00:34	158/158	---M--	200	added ('OK')	image/svg+xml	etag:%229e-6755a963-a7dca4;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/images/icons/loader.svg	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/plugins/woocommerce/assets/images/icons/loader.svg	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/integrations/woocommerce.min.css?ver=1731757702)
08:00:34	117372/117372	---M--	200	added ('OK')	font/woff2	etag:%221ca7c-67388686-70832f;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/fonts/fontawesome/fa-brands-400.woff2	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/fonts/fontawesome/fa-brands-400.woff2	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/libs/font-awesome-6-brands.min.css?ver=1731757702)
08:00:35	25452/25452	---M--	200	added ('OK')	font/woff2	etag:%22636c-67388686-70832a;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/fonts/fontawesome/fa-regular-400.woff2	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/fonts/fontawesome/fa-regular-400.woff2	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/libs/font-awesome-6.min.css?ver=1731757702)
08:00:35	68004/68004	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22109a4-67388686-70832c;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/fonts/fontawesome/fa-regular-400.ttf	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/fonts/fontawesome/fa-regular-400.ttf	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/libs/font-awesome-6.min.css?ver=1731757702)
08:00:35	156496/156496	---M--	200	added ('OK')	font/woff2	etag:%2226350-67388686-70832e;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/fonts/fontawesome/fa-solid-900.woff2	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/fonts/fontawesome/fa-solid-900.woff2	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/libs/font-awesome-6.min.css?ver=1731757702)
08:00:36	419720/419720	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%2266788-67388686-708329;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/fonts/fontawesome/fa-solid-900.ttf	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/fonts/fontawesome/fa-solid-900.ttf	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/libs/font-awesome-6.min.css?ver=1731757702)
08:00:37	50632/50632	---M--	200	added ('OK')	font/woff2	etag:%22c5c8-67388686-708335;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/fonts/ionicons/ionicons.woff2	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/fonts/ionicons/ionicons.woff2	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/libs/ionicons.min.css?ver=1731757702)
08:00:37	65912/65912	---M--	200	added ('OK')	application/font-woff	etag:%2210178-67388686-708333;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/fonts/ionicons/ionicons.woff	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/fonts/ionicons/ionicons.woff	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/libs/ionicons.min.css?ver=1731757702)
08:00:37	112472/112472	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%221b758-67388686-708334;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/fonts/ionicons/ionicons.ttf	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/fonts/ionicons/ionicons.ttf	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/libs/ionicons.min.css?ver=1731757702)
08:00:38	43573/43573	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Dec%202024%2014:00:36%20GMT	https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/fonts/themify/themify.eot?	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/fonts/themify/themifyd41d.eot	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/libs/themify-icons.min.css?ver=1731757702)
08:00:38	56108/56108	---M--	200	added ('OK')	application/font-woff	etag:%22db2c-67388686-708338;;;%22	https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/fonts/themify/themify.woff?	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/fonts/themify/themifyd41d.woff	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/libs/themify-icons.min.css?ver=1731757702)
08:00:39	78584/78584	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22132f8-67388686-708337;gz%22	https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/fonts/themify/themify.ttf?	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/fonts/themify/themifyd41d.ttf	(from https://digital-marketing-template.brickstemplates.io/wp-content/themes/bricks/assets/css/libs/themify-icons.min.css?ver=1731757702)
08:00:41	52920/52920	---M--	200	added ('OK')	image/jpeg	etag:%22ceb8-66269ecb-67bebc;;;%22	http://digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/marketing5.1.jpg	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-content/uploads/2024/04/marketing5.1.jpg	(from https://digital-marketing-template.brickstemplates.io/about-us/)
08:00:41	1939/1939	---M-Z	200	added ('OK')	application/json	date:Sat,%2014%20Dec%202024%2014:00:39%20GMT	https://digital-marketing-template.brickstemplates.io/wp-json/wp/v2/pages/43	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-json/wp/v2/pages/43.json	(from https://digital-marketing-template.brickstemplates.io/about-us/)
08:00:42	2317/2317	---M-Z	200	added ('OK')	application/json	date:Sat,%2014%20Dec%202024%2014:00:40%20GMT	https://digital-marketing-template.brickstemplates.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdigital-marketing-template.brickstemplates.io%2Fabout-us%2F	C:/My%20Web%20Sites/DigiQuill/digital-marketing-template.brickstemplates.io/wp-json/oembed/1.0/embedadad.json	(from https://digital-marketing-template.brickstemplates.io/about-us/)
